P2-K108,CONNECTION 9 OPEN NORMAL,,Y033
P1-X44F,INTELLIGENT FLAG SENSOR (BALLUFF) INPUT ON,,X44F
P1-X46B,RAIL LOCK IN END,,Y46B
P1-X47B,,,Y47B
P1-X490,SPARE,,X490
P1-X4A7,UB-TR. CAR TYPE BCD80,,Y4A7
P1-X4B5,ADDRESS 5,,Y4B5
P1-X4BF,TRG INPUT,,Y4BF
P1-X4C9,550B PARTS CONFIRM SET STAND,,
P1-X513,VISION-A D03 JUDGMENT RESULT INPUT,,X513
P1-X525,,,X525
P1-X539,VISION-A RESET CAMERA A ALARM,,Y539
P1-X552,VISION-B D02 JUDGMENT RESULT INPUT,,X552
P1-X55C,VISION-B D012 JUDGMENT RESULT INPUT,,X55C
P1-X568,,,X568
P1-X72A,UPPER FRICTION INV. OUTPUT FREQUENCY MONITOR,,X72A
P1-X730,UPPER FRICTION INV. OUTPUT CURRENT MONITOR,,X730
P1-X758,,,Y758
P1-X75E,,,Y75E
P1-X773,,,Y773
P1-X77D,,,Y77D
P1-X017,ROBOT START OFF(LINE CONDITION),,Y017
P1-X02E,,,X02E
P1-X030,POWER,,Y030
P1-X04C,ROBOT FAILURE(No.5),,X04C
P1-X058,POWER SUPPLY ENERGY SAVING INSTRUCTION,,Y058
P1-X069,UNLINKING SWITCH 10,,X069
P1-X083,Yewmac Trigger (Wire),,Y083
P1-X0C8,DURING CHARGING,,X0C8
P1-X0CB,MC OFF,,X0CB
P1-X409,SPARE,,X409
P1-X415,SPARE,,X415
P1-X458,RAIL LOCK OUT,,X458
P1-X46A,RAIL LOCK OUT END,,Y46A
P1-X47C,TOWER LIGHT (MIDDLE SIDE),,Y47C
P1-X491,SPARE,,X491
P1-X4A4,UB-TR. CAR TYPE BCD10,,Y4A4
P1-X4B4,ADDRESS 4,,Y4B4
P1-X4BE,READ/WRITE CHANGE(WRITE BY ON),,Y4BE
P1-X504,VISION-A OR (NO UESD),,X504
P1-X50A,VISION-A CMDFLG (NO UESD),,X50A
P1-X512,VISION-A D02 JUDGMENT RESULT INPUT,,X512
P1-X52A,VISION-A SCENE CHANGE CONF.,,X52A
P1-X538,VISION-A COMMAND TEST OF CAMERA A,,Y538
P1-X551,VISION-B D01 JUDGMENT RESULT INPUT,,X551
P1-X55B,VISION-B D011 JUDGMENT RESULT INPUT,,X55B
P1-X569,,,X569
P1-X71F,UPPER FRICTION INV. MAINTENANCE TIME ON,,X71F
P1-X72B,UPPER FRICTION INV. OUTPUT FREQUENCY MONITOR,,X72B
P1-X737,UPPER FRICTION INV. OUTPUT CURRENT MONITOR,,X737
P1-X75D,,,Y75D
P1-X764,UPPER FRICTION INV. SET FREQUENCY,,Y764
P1-X772,,,Y772
P1-X77C,,,Y77C
P1-X014,,,Y014
P1-X02D,RETURN,,X02D
P1-X031,AIR,,Y031
P1-X045,LOW VOLTAGE^(AVR1),,X045
P1-X04B,ROBOT HOME POSITION (No.3),,X04B
P1-X059,,,Y059
P1-X05B,RELEASE BRAKE UP PALLET,,Y05B
P1-X068,UNLINKING SWITCH 9,,X068
P1-X06F,UNLINKING SWITCH 16,,X06F
P1-X082,,,Y082
P1-X0C9,CHARGING COMPLETE,,X0C9
P1-X0CC,ALARM CODE 1,,X0CC
P1-X408,SPARE,,X408
P1-X40F,SPARE,,X40F
P1-X434,ADDRESS 4,,Y434
P1-X459,RAIL LOCK IN,,X459
P1-X469,MANUAL OP. COMP.,,Y469
P1-X47D,VISION CUT OFF,,Y47D
P1-X485,UB-TR. CAR TYPE BCD20,,X485
P1-X496,SPARE,,X496
P1-X4A5,UB-TR. CAR TYPE BCD20,,Y4A5
P1-X4B3,ADDRESS 3,,Y4B3
P1-X4BD,NO USE,,Y4BD
P1-X505,,,X505
P1-X50B,VISION-A LAMSTAT(NO UESD),,X50B
P1-X511,VISION-A D01 JUDGMENT RESULT INPUT,,X511
P1-X52F,,,X52F
P1-X550,VISION-B D00 JUDGMENT RESULT INPUT CHECK ON,,X550
P1-X55A,VISION-B D010 JUDGMENT RESULT INPUT,,X55A
P1-X56F,,,X56F
P1-X70F,,,X70F
P1-X720,UPPER FRICTION INV. OUTPUT FREQUENCY MONITOR,,X720
P1-X72C,UPPER FRICTION INV. OUTPUT FREQUENCY MONITOR,,X72C
P1-X736,UPPER FRICTION INV. OUTPUT CURRENT MONITOR,,X736
P1-X748,,,Y748
P1-X765,UPPER FRICTION INV. SET FREQUENCY,,Y765
P1-X771,,,Y771
P1-X77B,,,Y77B
P1-X015,START PREPARATION,,Y015
P1-X032,AUTO,,Y032
P1-X044,EXCHANGE FORECAST (AVR1),,X044
P1-X05C,RELEASE BRAKE DOWN PALLET,,Y05C
P1-X06E,UNLINKING SWITCH 15(P2:L5 S1),,X06E
P1-X085,,,Y085
P1-X0CD,ALARM CODE 2,,X0CD
P1-X40A,SPARE,,X40A
P1-X435,ADDRESS 5,,Y435
P1-X43D,NO USE,,Y43D
P1-X468,MANUAL OP. OK,,Y468
P1-X47E,TOWER LIGHT 1(ODD SIDE),,Y47E
P1-X484,UB-TR. CAR TYPE BCD10,,X484
P1-X497,SPARE,,X497
P1-X4B2,ADDRESS 2,,Y4B2
P1-X4BC,NO USE,,Y4BC
P1-X4C4,UNLOAD COMPLETED,,
P1-X506,,,X506
P1-X50C,VISION-A CMDSTAT(NO UESD),,X50C
P1-X510,VISION-A D00 JUDGMENT RESULT INPUT CHECK ON,,X510
P1-X528,,,X528
P1-X557,VISION-B D07 JUDGMENT RESULT INPUT,,X557
P1-X566,,,X566
P1-X57A,,,Y57A
P1-X721,UPPER FRICTION INV. OUTPUT FREQUENCY MONITOR,,X721
P1-X72D,UPPER FRICTION INV. OUTPUT FREQUENCY MONITOR,,X72D
P1-X735,UPPER FRICTION INV. OUTPUT CURRENT MONITOR,,X735
P1-X749,UPPER FRICTION INV. OUTPUT STOP,,Y749
P1-X755,,,Y755
P1-X75F,,,Y75F
P1-X766,UPPER FRICTION INV. SET FREQUENCY,,Y766
P1-X770,,,Y770
P1-X77A,,,Y77A
P1-X012,PBL3,,Y012
P1-X033,LIGHT CURTAIN READY,,Y033
P1-X047,PALLET COMPULSION COMPLETED^(IN CONTROLLER),,X047
P1-X067,UNLINKING SWITCH 8,,X067
P1-X06D,UNLINKING SWITCH 14,,X06D
P1-X078,ROBOT FAILURE^(NO.2),,X078
P1-X084,,,Y084
P1-X08A,MC ON,,Y08A
P1-X0B3,ROBOT HOME POSITION(No.11),,EY0C3
P1-X0CE,ALARM CODE 4,,X0CE
P1-X418,NO USE,,X418
P1-X429,ID 9,,Y429
P1-X436,ADDRESS 6,,Y436
P1-X43E,READ/WRITE CHANGE (WRITE BY ON),,Y43E
P1-X456,MANUAL OP. ON,,X456
P1-X46F,RAIL LOCK IN,,Y46F
P1-X47F,TOWER LIGHT 2(EVEN SIDE),,Y47F
P1-X487,UB-TR. CAR TYPE BCD80,,X487
P1-X494,SPARE,,X494
P1-X4B1,ADDRESS 1,,Y4B1
P1-X4BB,WRITE AREA INPUT(ID0-7 NORMAL OFF),,Y4BB
P1-X507,,,X507
P1-X529,,,X529
P1-X52D,,,X52D
P1-X540,VISION-B ERROR,,X540
P1-X556,VISION-B D06 JUDGMENT RESULT INPUT,,X556
P1-X567,,,X567
P1-X56D,,,X56D
P1-X70D,UPPER FRICTION INV. ZERO CURRENT DETECTION,,X70D
P1-X722,UPPER FRICTION INV. OUTPUT FREQUENCY MONITOR,,X722
P1-X72E,UPPER FRICTION INV. OUTPUT FREQUENCY MONITOR,,X72E
P1-X734,UPPER FRICTION INV. OUTPUT CURRENT MONITOR,,X734
P1-X754,,,Y754
P1-X75A,,,Y75A
P1-X767,UPPER FRICTION INV. SET FREQUENCY,,Y767
P1-X76D,UPPER FRICTION INV. SET FREQUENCY,,Y76D
P1-X001,INDIVIDUAL/MANUAL,,X001
P1-X013,PBL4,,Y013
P1-X01F,,,Y01F
P1-X023,ROBOT START OFF RELEASE(LINE CONDITION),,X023
P1-X034,CONTINUOUS,,Y034
P1-X046,FAULT SHUTDOWN^(AVR1),,X046
P1-X05A,,,Y05A
P1-X066,UNLINKING SWITCH 7,,X066
P1-X06C,UNLINKING SWITCH 13,,X06C
P1-X079,ROBOT HOME POSITION (NO.2),,X079
P1-X087,,,Y087
P1-X0B2,ROBOT FAILURE(No.11),,EY03E
P1-X0CF,ALARM CODE 8,,X0CF
P1-X40C,SPARE,,X40C
P1-X419,NO USE,,X419
P1-X428,ID 8,,Y428
P1-X437,ADDRESS 7,,Y437
P1-X43F,TRG INPUT,,Y43F
P1-X457,MANUAL OP. COMP.,,X457
P1-X46E,RAIL LOCK OUT,,Y46E
P1-X470,AGV LASER SCANNER REDUCE COMMAND 1,,Y470
P1-X486,UB-TR. CAR TYPE BCD40,,X486
P1-X495,SPARE,,X495
P1-X4A8,UB-TR. ID 8,,Y4A8
P1-X4B0,ADDRESS 0,,Y4B0
P1-X4BA,16/8BIT CHANGE(8BIT NORMAL ON),,Y4BA
P1-X500,VISION-A ERROR,,X500
P1-X52E,,,X52E
P1-X535,VISION-A SCENE No.CHAGE COMMAND,,Y535
P1-X541,VISION-B RUN,,X541
P1-X555,VISION-B D05 JUDGMENT RESULT INPUT,,X555
P1-X55F,VISION-B D015 JUDGMENT RESULT INPUT,,X55F
P1-X564,,,X564
P1-X56E,,,X56E
P1-X57C,,,Y57C
P1-X70E,UPPER FRICTION INV. RESET CANCEL,,X70E
P1-X723,UPPER FRICTION INV. OUTPUT FREQUENCY MONITOR,,X723
P1-X72F,UPPER FRICTION INV. OUTPUT FREQUENCY MONITOR,,X72F
P1-X757,,,Y757
P1-X760,UPPER FRICTION INV. SET FREQUENCY,,Y760
P1-X76E,UPPER FRICTION INV. SET FREQUENCY,,Y76E
P2-M119,U/B RESPOT 7ST EMPTY MODE ON,,
P2-M501,P2 FB SETTING FAULT,,
P2-M302,CONNECTION 3RECEPTION RETRY,,
P2-M102,ENABLE U/B RESPOT 1ST(GP),,
P2-M31A,CONNECTION 27RECEPTION RETRY,,
P3-M6B7,L6:S8 COMMUNICATING,,L1FA
P3-M094,VISIN PROD.INDI.CHECK OK(UB),,
P3-M08C,ST CAR TYPE CHECK OK,,
P3-M082,MODEL CODE 1 SET PB,,
P3-M439,R/B-26 COUNTER IS EFFECTIVE(TIP FORMING OFF),,L001
P3-M5C6,ESTABLISHMENT SLAVE ISEFFECTIVE -7,,
P3-M548,MANUAL OPERATION SW9- NO TIMER SETTING,,
P3-M6AC,L5:N13 COMMUNICATING,,
P3-M6A2,P2-L8:S3 COMMUNICATING,,L12B
P3-M60C,TIP EXCANGE DIRECTIONS-13,,
P3-M514,CYCLE TIME SETTING SCREEN BEING DISPLAYED,,L103
P3-M4A4,9ST FAULT 5 PB,,
P3-M5E6,CANCEL WRITING,,L099
P3-M524,MODEL CODE SETTING SCREEN,,
P3-M425,R/B-6 COUNTER IS EFFECTIVE(TIP FORMING OFF),,L11D
P3-M117,L1:S48 NORMAL DISPLAY,,X021
P3-M6DD,L8:S14 COMMUNICATING,,
P3-M6D3,L8:S4 COMMUNICATING,,
P3-M699,P2-L7:S10 COMMUNICATING,,L0F6
P3-M51C,DUMMY 2 FOR ALTERNATE ACTION,,
P3-M303,WINDOW CLOSE,,
P3-M6E3,P2-L1:S4 COMMUNICATING,,
P3-M643,L1:S4 COMMUNICATION NORMAL,,
P3-M6C0,L7:S1 COMMUNICATING,,
P3-M5DC,TIP EXCANGE COMPLETION-13,,L045
P3-M4AA,10ST FAULT 3 PB,,
P3-M2A2,P3 BEING SELECTION,,
P3-M246,2’∆Øƒ3é≤,,L0DC
P3-M158,ROBOT ALARM,,
P3-M630,ENDURANCE MODE RUNNING,,
P3-M45E,MAIN CONTROL FAULT 7 PB,,L02B
P3-M2E5,à íu√ﬁ∞¿èCê≥ämîF,,
P3-M278,EX MODEL CODE SET PB,,L07C
P3-M11D,L1:S61 NORMAL DISPLAY,,X0C0
P3-M673,P2-L4:S4 COMMUNICATION NORMAL,,
P3-M563,MANUAL OPERATION SW36- NO TIMER SETTING,,
P3-M3D2,RESISTER ADDRESS 2000~2FFF (D.S),,X726
P3-M3C1,EM,,X487
P3-M78C,Comprehensive unusual guidance ON,,
P3-M47E,R/B-31 COUNTER EFFECTIVE(TIP FORMING ON),,
P3-M452,TOTAL FAULT 3 PB,,L000
P3-M0BC,∑¨›æŸ,,
P3-M0B2,3é≤ëIë,,
P3-M58C,COMMUNICATION ALARM,,
P3-M582,MANUAL OPERATION SW67- NO TIMER SETTING,,
P3-M175,P1:L6ëSéqã«âèêÿ,,L0A2
P3-M15D,UB UR-Rr CAR TYPE CHANGEMOVE COMP.,,
P3-M010,STATION SITUATION SCREEN,,
P3-M790,Guidance 1,,
P3-M68A,P2-L5:S11 COMMUNICATION NORMAL,,
P3-M460,R/B-1 COUNTER EFFECTIVE(TIP FORMING ON),,L076
P3-M130,L3:S1 NORMAL DISPLAY,,X71B
P3-M7A7,Guidance reserve,,
P3-M2FA,CANCEL,,
P3-M0D0,CYCLE TIME/TIMER SETTING PB,,
P3-M5B9,DURING THE TIME CHOICE (SETTING),,
P3-M5A8,I/O MONITOR SCREEN,,X48C
P3-M590,DUMMY FOR ALTERNATE ACTION,,
P3-M491,7ST FAULT 2 PB,,
P3-M183,OPERATION OF STANDBY MODE OFF,,
P1-M0B9,FRICTION INV. FAULT,,
P1-M0EE,LINE CONDITION RESET AUX,,
P1-M100,AUTO MODE,,
P1-M143,PARTS SET COMPLETED(UMR1-2),,
P1-M14D,MATEHAN R/B-2 1st START CONDITION,,
P1-M184,MANUAL OP. COMPLETED MEMORY,,
P1-M1A3,MATEHAN R/B-1 MATCHING CAR TYPE 8,,
P1-M1C2,PRODUCTION INDICATION ON(UBR1-2),,
P1-M211,R/B FAILURE(No.2),,
P1-M252,TIP REVISIN INSTRUCTION CONFIRM(R/B-3),,EY22D
P1-M25E,TIP REVISIN INSTRUCTION CONFIRM(R/B-15),,EY0C2
P1-M2B3,WATER STOP CONDITION,,
P1-M318,MATEHAN R/B-1 CAR TYPE PRESENT,,
P1-M322,LUGE FAILURE SELECT,,
P1-M363,LUGE LOCK IN CONDITION,,
P1-M403,ENTERING COMPLETED From AGV,,
P1-M40D,LOW BATTERY From AGV,,
P1-M42E,AGV PRESENT 1 To AGV,,
P1-M7D2,440 BASIC CARTYPE,,
P2-M118,ENABLE U/B RESPOT 6ST(7ST EMPTY MODE),,
P2-M303,CONNECTION 4RECEPTION RETRY,,
P2-M30D,CONNECTION 14RECEPTION RETRY,,
P3-M5B8,DURING THE TIP EXCHANGE TIME,,L1C6
P3-M490,7ST FAULT 1 PB,,
P3-M182,OPERATION OF STANDBY MODE ON,,
P3-M083,MODEL CODE 2 SET PB,,
P3-M6C7,L7:S8 COMMUNICATING,,
P3-M6A5,P2-L8:S6 COMMUNICATING,,
P3-M5C7,ESTABLISHMENT SLAVE ISEFFECTIVE -8,,L0A3
P3-M208,OPERATION MODE PB (INPUT FROM PROCESS),,L0B1
P3-M515,ROBOT ALARM,,L1A3
P3-M438,R/B-25 COUNTER IS EFFECTIVE(TIP FORMING OFF),,
P3-M5E7,BUTTON TO OPEN THE INSTRUCTION WINDOW,,L132
P3-M558,MANUAL OPERATION SW25- NO TIMER SETTING,,
P3-M404,EXCHANGE TIME FROM MAIN -5,,L09B
P3-M2C8,U,,
P3-M7A0,Guidance 17,,
P3-M6DE,L8:S15 COMMUNICATING,,
P3-M6AB,L5:N12 COMMUNICATING,,
P3-M4A3,9ST FAULT 4 PB,,
P3-M523,MANUAL OPERATION (3/3),,
P3-M4BD,12ST FAULT 6 PB,,
P3-M6F4,TOYOPUC CIRCUIT SITUATION DISPLAY,,
P3-M698,P2-L7:S9 COMMUNICATING,,L03E
P3-M302,EXCHANGE TIME-MANUAL,,
P3-M2F8,CANCEL,,
P3-M247,2’∆Øƒ4é≤,,L186
P3-M159,NO PROCESSING FAULT PB,,
P3-M6E2,P2-L1:S3 COMMUNICATING,,
P3-M664,L2:S5 COMMUNICATION NORMAL,,X736
P3-M12F,ëº◊≤›âèêÿPB-5,,X008
P3-M11E,L1:S62 NORMAL DISPLAY,,Y08F
P3-M114,L1:S45 NORMAL DISPLAY,,X45C
P3-M6D0,L8:S1 COMMUNICATING,,
P3-M5DB,TIP EXCANGE COMPLETION-12,,
P3-M3DD,U ADDRESS (U18000~U1FFFF),,X41D
P3-M322,CANCEL,,
P3-M10C,L1:S23 NORMAL DISPLAY,,Y752
P3-M640,L1:S1 COMMUNICATION NORMAL,,
P3-M5EB,CONTROLL FLAG FOR INPUTTING CAR TYPE,,
P3-M45D,MAIN CONTROL FAULT 6 PB,,
P3-M2E4,REVERSE CONFIRMATION (PRODUCTION INSTRUCTION 2),,
P3-M0B3,4é≤ëIë,,
P3-M672,P2-L4:S3 COMMUNICATION NORMAL,,
P3-M56C,MANUAL OPERATION SW45- NO TIMER SETTING,,
P3-M562,MANUAL OPERATION SW35- NO TIMER SETTING,,L06B
P3-M3D1,RESISTER ADDRESS 1000~1FFF (D.S),,X418
P3-M78B,TOTAL FAULT,,
P3-M47D,R/B-30 COUNTER EFFECTIVE(TIP FORMING ON),,
P3-M451,TOTAL FAULT 2 PB,,
P3-M330,PERIODIC EXCHANGE ROBOT SELECT SW,,
P3-M176,P1:L7ëSéqã«âèêÿ,,L101
P3-M791,Guidance 2,,
P3-M461,R/B-2 COUNTER EFFECTIVE(TIP FORMING ON),,L17F
P3-M131,L3:S2 NORMAL DISPLAY,,Y535
P3-M0C1,Ω√ØÃﬂNoëIëíÜ,,
P3-M58B,CYCLE TIME-OVER OCCURRENCE,,
P3-M0D1,CYCLE TIME OVER FAULT,,
P3-M5A9,ANDON SETTING DISPLAY,,X716
P3-M59B,TEN-KEY ON,,
P3-M591,END OF SCREEN CHANGE 2,,
P3-M509,TIME 5-2 DATE CARRY-OVER,,Y4AB
P3-M052,MANUAL OPERATION (3/3),,
P3-M260,EX MODEL CODE SET EXECUTION,,L041
P1-M005,CHISEL CHECK LEFT ON,,
P1-M048,AGV PRESENT,,
P1-M0ED,LINE CONDITION AUTO RESET ON (PB),,
P1-M107,MANUAL MODE,,
P1-M142,PICK UP COMPLETED(UMR1-2),,
P1-M14C,MATEHAN R/B-1 2nd START CONDITION,,
P1-M1A4,MATEHAN R/B-1 MATCHING CAR TYPE PRESENT,,
P1-M1AA,CAR TYPE-MATEHAN R/B-1 MATCHING OK 1 MEMORY,,
P1-M1B1,PRODUCTION INDICATION FAULT,,
P1-M1C3,PRODUCTION INDICATION OFF(UBR1-2),,
P1-M210,R/B FAILURE(No.1),,
P1-M251,TIP REVISIN INSTRUCTION CONFIRM(R/B-2),,EY1C4
P1-M25D,TIP REVISIN INSTRUCTION CONFIRM(R/B-14),,EY04E
P1-M2B0,TIP EXCHANGE POSITION,,
P1-M321,LUGE NORMAL SELECT,,
P1-M32B,PALLET NORMAL/FAILURE SET,,
P1-M348,EX-PROC. REMOTE ID COMMUNICATION POSITION,,
P1-M374,ID WRITE PROTECT FAULT,,
P1-M3C0,AGV LASER FORCED OUTPUT PB PLS,,
P1-M400,SPARE From AGV,,
P1-M40E,PARTS PRESENT 2 ON AGV From AGV,,
P1-M42F,AGV PRESENT 2 To AGV,,
P1-M528,FB38 SET FAULT,,
P1-M541,FB351 SET FAULT,,
P1-M571,FB551 SET FAULT,,
P1-M65F,PRODUCTION INDICATION 1 LAMP CHECK,,
P1-M70C,EVENT STATUS AUX RESET,,
P2-M30E,CONNECTION 15RECEPTION RETRY,,
P2-M200,FF-Pan_AGV_IL_ENABLE,,
P2-M100,ENABLE U/B TACK 6ST(GP),,
P3-M738,L7:S49 COMMUNICATING,,
P3-M5B7,TIME SELECT SWITCH PUSH,,L115
P3-M291,ê›íËílæØƒPB(é‘êÿâÒêî),,L09C
P3-M6C6,L7:S7 COMMUNICATING,,
P3-M6AE,L5:N15 COMMUNICATING,,L075
P3-M6A4,P2-L8:S5 COMMUNICATING,,
P3-M4C8,L5:N8í êMàŸèÌï€éùâÒòH,,X461
P3-M559,MANUAL OPERATION SW26- NO TIMER SETTING,,L030
P3-M405,EXCHANGE TIME FROM MAIN -6,,
P3-M7A1,Guidance 18,,
P3-M701,Œﬁ¿›ON,,
P3-M4BE,12ST FAULT 7 PB,,
P3-M6F5,CFC CIRCUIT SITUATION SIGNAL DISPLAY,,
P3-M688,P2-L5:S9 COMMUNICATION NORMAL,,
P3-M655,L1:S42 COMMUNICATION NORMAL,,
P3-M60A,TIP EXCANGE DIRECTIONS-11,,
P3-M5DE,TIP EXCANGE COMPLETION-15,,L100
P3-M534,ADVANCE,,L0B2
P3-M4A2,9ST FAULT 3 PB,,
P3-M2F9,CUT OFF OPERATION CANCEL,,
P3-M665,L2:S6 COMMUNICATION NORMAL,,X516
P3-M5E4,ADDRESS FOR INDICATING WRITE PERMISSION,,
P3-M522,MANUAL OPERATION (2/3),,
P3-M4B2,11ST FAULT 3 PB,,
P3-M43E,R/B-31 COUNTER IS EFFECTIVE(TIP FORMING OFF),,L1BB
P3-M2E7,LWHå¥ì_ê›íËämîF,,
P3-M115,L1:S46 NORMAL DISPLAY,,Y011
P3-M6D1,L8:S2 COMMUNICATING,,
P3-M51A,TIME 3 TIP CHANGE(DATE CARRY-OVER),,
P3-M488,6ST FAULT 1 PB,,
P3-M301,EXCHANGE TIME-AUTO,,
P3-M641,L1:S2 COMMUNICATION NORMAL,,
P3-M5EC,CONTROLL FLAG FOR A BUTTON TO START OPERATION,,
P3-M5C0,MATERIAL HAND INTERLOCK 1/2 STATE,,L169
P3-M12E,ëº◊≤›âèêÿPB-4,,X734
P3-M20B,OPERATION MODE PB12,,
P3-M596,DUMMY FOR ALTERNATE ACTION,,
P3-M53A,Ãﬂ€∏ﬁ◊—áÇïœçXóL,,
P3-M3DC,U ADDRESS (U10000~U17FFF),,X52E
P3-M244,2’∆Øƒ1é≤,,L087
P3-M10B,L1:S22 NORMAL DISPLAY,,Y74B
P3-M331,Wé≤ÇÃóLñ≥,,
P3-M177,P1:L8ëSéqã«âèêÿ,,L13E
P3-M11B,L1:S52 NORMAL DISPLAY,,Y05D
P3-M792,Guidance 3,,
P3-M671,P2-L4:S2 COMMUNICATION NORMAL,,
P3-M56B,MANUAL OPERATION SW44- NO TIMER SETTING,,
P3-M561,MANUAL OPERATION SW34- NO TIMER SETTING,,
P3-M3D0,RESISTER ADDRESS UNDER 1000 (D.S),,X738
P3-M132,L3:S3 NORMAL DISPLAY,,X0C9
P3-M000,MANUAL (1/3) SELECTION PB,,
P3-M78A,Guidance FAULT,,
P3-M450,TOTAL FAULT 1 PB,,
P3-M0BA,ì¸óÕë“ÇøâèúëIëPB,,
P3-M0B0,1é≤ëIë,,
P3-M59C,PCS-J spec.,,
P3-M27D,PRODUCTION INSTRUCTION REVERSE PB,,
P3-M0C0,MANUAL (2/3) SELECTION PB,,
P3-M261,ADVANCE EXECUTION PB,,L0FC
P3-M6B8,L6:S9 COMMUNICATING,,
P3-M508,TIME 5-1 DATE CARRY-OVER,,Y423
P3-M084,MODEL CODE 2 SET PB,,
P3-M051,MANUAL OPERATION (2/3),,
P1-M049,440A PROCESS CAR TYPE TO LASER CHECK FAULT,,
P1-M095,PALLET EXCHANGE DISABLE CONFIRM OFF,,
P1-M0AE,EX-PROC. REMOTE ID FAULT,,
P1-M0D8,TOYOPUC-PCS RMT2 FAN FAULT,,
P1-M0DA,ROBOT ALARM,,
P1-M106,AUTO RUNNINNG,,
P1-M141,MATEHAN R/B-2 PARTS SET OK CONDITION,,
P1-M14B,MATEHAN R/B-1 1st START CONDITION,,
P1-M178,AGV BACK UP MODE REQUEST AUX <UNLOAD>,,
P1-M1B0,PROD. INDI. ADVANCE CONDITION,,
P1-M1C0,PROD. INDI. ADVANCE CONDITION(UBR1-2),,
P1-M217,R/B FAILURE(No.8),,EY11E
P1-M250,TIP REVISIN INSTRUCTION CONFIRM(R/B-1),,EY1C5
P1-M25C,TIP REVISIN INSTRUCTION CONFIRM(R/B-13),,
P1-M268,TIP REVISIN INSTRUCTION CONFIRM(R/B-25),,EY163
P1-M2F2,PARTS CHECKING OFF 3,,
P1-M320,OPERATION SELECT CONDITION,,
P1-M32A,PALLET FAILURE SELECT,,
P1-M361,FRICTION FORCED BRAKE RELEASE,,
P1-M375,ID HARDWARE FAULT,,
P1-M3C1,AGV LASER FORCED OUTPUT PB,,
P1-M401,START OK From AGV,,
P1-M40B,FAULT From AGV,,
P1-M515,FB188 SET FAULT,,
P1-M540,FB350 SET FAULT,,
P1-M55A,FB104 SET FAULT,,
P1-M70B,EVENT STATUS AUX,,
P2-M319,CONNECTION 26RECEPTION RETRY,,
P2-M30F,CONNECTION 16RECEPTION RETRY,,
P3-M050,MANUAL OPERATION (1/3),,
P3-M170,PRESS DISCONNECTION SW,,
P3-M5B6,WORKING(FIXED QUANTITY),,L016
P3-M428,R/B-9 COUNTER IS EFFECTIVE(TIP FORMING OFF),,
P3-M406,EXCHANGE TIME FROM MAIN -7,,
P3-M290,åªç›ílæØƒPB(é‘êÿâÒêî),,
P3-M7A2,Guidance 19,,
P3-M6D6,L8:S7 COMMUNICATING,,
P3-M6C5,L7:S6 COMMUNICATING,,
P3-M6AD,L5:N14 COMMUNICATING,,L020
P3-M51F,DUMMY 2 FOR ALTERNATE ACTION,,L113
P3-M646,L1:S7 COMMUNICATION NORMAL,,
P3-M700,ââéZèIóπ,,
P3-M6F6,TOYOPUC CIRCUIT SITUATION SIGNAL DISPLAY,,
P3-M689,P2-L5:S10 COMMUNICATION NORMAL,,
P3-M535,RETURN,,L10A
P3-M2C7,GM,,
P3-M666,L2:S7 COMMUNICATION NORMAL,,X402
P3-M5E5,WRITE START (EXECUTION),,
P3-M4B3,11ST FAULT 4 PB,,
P3-M457,TOTAL FAULT 8 PB,,L1F4
P3-M654,L1:S41 COMMUNICATION NORMAL,,
P3-M5DD,TIP EXCANGE COMPLETION-14,,L0AB
P3-M55F,MANUAL OPERATION SW32- NO TIMER SETTING,,
P3-M4A1,9ST FAULT 2 PB,,
P3-M489,6ST FAULT 2 PB,,
P3-M10E,L1:S25 NORMAL DISPLAY,,X069
P3-M5C1,MATERIAL HAND INTERLOCK 2/2 STATE,,L1D6
P3-M521,MANUAL OPERATION (1/3),,L1E6
P3-M43D,R/B-30 COUNTER IS EFFECTIVE(TIP FORMING OFF),,L14E
P3-M2E6,’∆Øƒ/é≤ç\ê¨èëçûämîF,,
P3-M5D1,DUMMY 1 FOR ALTERNATE MOTION,,L013
P3-M597,DUMMY FOR ALTERNATE ACTION,,
P3-M53B,TEN-KEY ON,,
P3-M3A0,FAULT F1 PB,,
P3-M300,TIME SELECTION SW,,
P3-M245,2’∆Øƒ2é≤,,L098
P3-M7F0,COUNT INSTRUCTION FOR A PRESERVATION FUNCTION,,X560
P3-M47F,R/B-32 COUNTER EFFECTIVE(TIP FORMING ON),,L09D
P3-M12D,ëº◊≤›âèêÿPB-3,,Y08B
P3-M11C,L1:S53 NORMAL DISPLAY,,Y471
P3-M112,L1:S43 NORMAL DISPLAY,,Y53B
P3-M79D,Guidance 14,,
P3-M793,Guidance 4,,
P3-M3DB,U ADDRESS (U08000~U0FFFF),,X711
P3-M133,L3:S4 NORMAL DISPLAY,,Y424
P3-M0C3,1é≤ëIëíÜ,,
P3-M001,NORMALLY ON,,
P3-M66A,L2:S11 COMMUNICATION NORMAL,,
P3-M341,Ω√ØÃﬂUPÿæØƒëÄçÏ∑¨›æŸ,,
P3-M0B1,2é≤ëIë,,
P3-M670,P2-L4:S1 COMMUNICATION NORMAL,,L1BF
P3-M56A,MANUAL OPERATION SW43- NO TIMER SETTING,,
P3-M560,MANUAL OPERATION SW33- NO TIMER SETTING,,
