P2-K108,CONNECTION 9 OPEN NORMAL,,Y033
P2-D0151-2,CHG2 BATTERY CHARGER FAULT CODE INDICATION4,,
P2-D0152-1,CHG3 BATTERY CHARGER FAULT CODE INDICATION2,,
P2-D0153-0,CHG4 BATTERY CHARGER FAULT CODE INDICATION1,,
P2-D0150-2,CHG1 BATTERY CHARGER FAULT CODE INDICATION4,,
P2-D0151-1,CHG2 BATTERY CHARGER FAULT CODE INDICATION2,,
P2-D0152-0,CHG3 BATTERY CHARGER FAULT CODE INDICATION1,,
P2-D0150-1,CHG1 BATTERY CHARGER FAULT CODE INDICATION2,,
P2-D0151-0,CHG2 BATTERY CHARGER FAULT CODE INDICATION1,,
P2-D0150-0,CHG1 BATTERY CHARGER FAULT CODE INDICATION1,,
P1-D02C4-3,DRMT S4 DISCONNECT,,
P1-D02C4-2,DRMT S3 DISCONNECT,,
P1-D02C4-1,DRMT S2 DISCONNECT,,
P1-D02C4-0,DRMT S1 DISCONNECT,,
P1-D02C0-3,DRMT S4 EARTH/SHORT CIRCUIT,,
P1-D02C0-2,DRMT S3 EARTH/SHORT CIRCUIT,,
P1-D02C0-1,DRMT S2 EARTH/SHORT CIRCUIT,,
P1-D02C0-0,DRMT S1 EARTH/SHORT CIRCUIT,,
P3-D0730-7,Selected time -8(SCREEN),,
P3-D0730-6,Selected time -7(SCREEN),,
P3-D0730-5,Selected time -6(SCREEN),,
P3-D0730-4,Selected time -5(SCREEN),,
P3-D0730-3,Selected time -4(SCREEN),,
P3-D0B30-9,MANU. -2 (STORAGE),,
P3-D0730-2,Selected time -3(SCREEN),,
P3-D0B30-8,MANU. -1 (STORAGE),,
P3-D0730-1,Selected time -2(SCREEN),,
P3-D0B30-7,TIME -8 (STORAGE),,
P3-D0730-0,Selected time -1(SCREEN),,
P3-D0B30-6,TIME -7 (STORAGE),,
P3-D0B30-5,TIME -6 (STORAGE),,
P3-D0B30-F,MANU. -8 (STORAGE),,
P3-D0B30-4,TIME -5 (STORAGE),,
P3-D0B30-E,MANU. -7 (STORAGE),,
P3-D0B30-3,TIME -4 (STORAGE),,
P3-D0B30-D,MANU. -6 (STORAGE),,
P3-D0B30-2,TIME -3 (STORAGE),,
P3-D0B30-C,MANU. -5 (STORAGE),,
P3-D0B30-1,TIME -2 (STORAGE),,
P3-D0B30-B,MANU. -4 (STORAGE),,
P3-D0B30-0,TIME -1 (STORAGE),,
P3-D0B30-A,MANU. -3 (STORAGE),,
P2-D0F11-B,From EDC Status.In Demand Off,,
P2-D0012-7,STOP POS.3 NEXT POS. SETTING STOP POS.8,,
P2-D0012-6,STOP POS.3 NEXT POS. SETTING STOP POS.7,,
P2-D0010-7,STOP POS.1 NEXT POS. SETTING STOP POS.8,,
P2-D0012-5,STOP POS.3 NEXT POS. SETTING STOP POS.6,,
P2-D0010-6,STOP POS.1 NEXT POS. SETTING STOP POS.7,,
P2-D0012-4,STOP POS.3 NEXT POS. SETTING STOP POS.5,,
P2-D0010-5,STOP POS.1 NEXT POS. SETTING STOP POS.6,,
P2-D0012-3,STOP POS.3 NEXT POS. SETTING STOP POS.4,,
P2-D0010-4,STOP POS.1 NEXT POS. SETTING STOP POS.5,,
P2-D0012-2,STOP POS.3 NEXT POS. SETTING STOP POS.3,,
P2-D0010-3,STOP POS.1 NEXT POS. SETTING STOP POS.4,,
P2-D0012-1,STOP POS.3 NEXT POS. SETTING STOP POS.2,,
P2-D0010-2,STOP POS.1 NEXT POS. SETTING STOP POS.3,,
P2-D0012-0,STOP POS.3 NEXT POS. SETTING STOP POS.1,,
P2-D0010-1,STOP POS.1 NEXT POS. SETTING STOP POS.2,,
P2-D0010-0,STOP POS.1 NEXT POS. SETTING STOP POS.1,,
P1-D02E1-F,FB SET ERR,,
P1-D02E1-E,FB SET ERR,,
P1-D02E1-B,FB SET ERR,,
P1-D02E1-4,FB SET ERR,,
P1-D02E1-0,FB SET ERR,,
P1-D02E0-F,FB SET ERR,,
P1-D02E0-E,FB SET ERR,,
P1-D02E0-D,FB SET ERR,,
P1-D02E0-C,FB SET ERR,,
P1-D02E0-B,FB SET ERR,,
P1-D02E0-A,FB SET ERR,,
P1-D02E0-9,FB SET ERR,,
P1-D02E0-8,FB SET ERR,,
P1-D02E0-7,FB SET ERR,,
P1-D02E0-6,FB SET ERR,,
P1-D02E0-5,FB SET ERR,,
P1-D02E0-4,FB SET ERR,,
P1-D02E0-3,FB SET ERR,,
P1-D02E0-2,FB SET ERR,,
P1-D02E0-1,FB SET ERR,,
P1-D02E0-0,FB SET ERR,,
P3-D05E8-4,SEARCH No.4 NORMAL,,
P3-D05E9-3,SEARCH No.3 ALARM,,
P3-D05E8-3,SEARCH No.3 NORMAL,,
P3-D05E9-2,SEARCH No.2 ALARM,,
P3-D05E8-2,SEARCH No.2NORMAL,,
P3-D05E9-1,SEARCH No.1 ALARM,,
P3-D05E8-1,SEARCH No.1 NORMAL,,
P3-D05E9-0,SEARCH No.0 ALARM,,
P3-D05E9-A,SEARCH No.10 ALARM,,
P3-D05E8-0,SEARCH No.0 NORMAL,,
P3-D05E8-A,SEARCH No.10 NORMAL,,
P3-D05E9-9,SEARCH No.9 ALARM,,
P3-D05E8-9,SEARCH No.9 NORMAL,,
P3-D05E9-8,SEARCH No.8 ALARM,,
P3-D05E8-8,SEARCH No.8 NORMAL,,
P3-D05E9-7,SEARCH No.7 ALARM,,
P3-D05E8-7,SEARCH No.7 NORMAL,,
P3-D05E9-6,SEARCH No.6 ALARM,,
P3-D05E8-6,SEARCH No.6 NORMAL,,
P3-D05E9-5,SEARCH No.5 ALARM,,
P3-D05E8-5,SEARCH No.5 NORMAL,,
P3-D05E9-4,SEARCH No.4 ALARM,,
P2-D0EEC-F,To EDC Spare.Spare(0).15,,
P2-D0EEC-7,To EDC Spare.Spare[0].7  UserConfig-VersionEN,,
P2-D0EEC-4,To EDC Spare.Spare[0].4  UserConfig-FaultMsgEN,,
P2-D0EEC-3,To EDC Spare.Spare[0].3  UserConfig-DriverEN,,
P2-D0EEC-2,To EDC Spare.Spare[0].2  UserConfig-TimeSync,,
P2-D0FFA-1,EDC Custom Code Short 1,,
P2-D0FFA-0,Cycle Time Latch for EDC,,
P2-D02FF-7,CHARGER8 CUT OFF PB(DM),,
P2-D02FF-6,CHARGER7 CUT OFF PB(DM),,
P2-D02FF-5,CHARGER6 CUT OFF PB(DM),,
P2-D02FD-7,CHG8 TEMPORARY CUT OFF PB,,
P2-D02FF-4,CHARGER5 CUT OFF PB(DM),,
P2-D02FD-6,CHG7 TEMPORARY CUT OFF PB,,
P2-D02FF-3,CHARGER4 CUT OFF PB(DM),,
P2-D02FD-5,CHG6 TEMPORARY CUT OFF PB,,
P2-D02FF-2,CHARGER3 CUT OFF PB(DM),,
P2-D00F0-9,COMM. CUT OFF/ RESET FB SETTINGFAULT10,,
P2-D02FD-4,CHG5 TEMPORARY CUT OFF PB,,
P2-D02FF-1,CHARGER2 CUT OFF PB(DM),,
P2-D00F0-8,COMM. CUT OFF/ RESET FB SETTINGFAULT9,,
P2-D02FD-3,CHG4 TEMPORARY CUT OFF PB,,
P2-D02FF-0,CHARGER1 CUT OFF PB(DM),,
P2-D00F0-7,COMM. CUT OFF/ RESET FB SETTINGFAULT8,,
P2-D02FD-2,CHG3 TEMPORARY CUT OFF PB,,
P2-D00F0-6,COMM. CUT OFF/ RESET FB SETTINGFAULT7,,
P2-D02FD-1,CHG2 TEMPORARY CUT OFF PB,,
P2-D00F0-5,COMM. CUT OFF/ RESET FB SETTINGFAULT6,,
P2-D00F0-F,COMM. CUT OFF/ RESET FB SETTINGFAULT16,,
P2-D02FD-0,CHG1 TEMPORARY CUT OFF PB,,
P2-D00F0-4,COMM. CUT OFF/ RESET FB SETTINGFAULT5,,
P2-D00F0-E,COMM. CUT OFF/ RESET FB SETTINGFAULT15,,
P2-D00F0-3,COMM. CUT OFF/ RESET FB SETTINGFAULT4,,
P2-D00F0-D,COMM. CUT OFF/ RESET FB SETTINGFAULT14,,
P2-D00F0-2,COMM. CUT OFF/ RESET FB SETTINGFAULT3,,
P2-D00F0-C,COMM. CUT OFF/ RESET FB SETTINGFAULT13,,
P2-D00F0-1,COMM. CUT OFF/ RESET FB SETTINGFAULT2,,
P2-D00F0-B,COMM. CUT OFF/ RESET FB SETTINGFAULT12,,
P2-D00F0-0,COMM. CUT OFF/ RESET FB SETTINGFAULT1,,
P2-D00F0-A,COMM. CUT OFF/ RESET FB SETTINGFAULT11,,
P1-D0092-4,ROBOT 17~32 SELECTED,,
P3-D0D99-2,PM2 OPERATION BEHIND BUZZER,,
P3-D0D98-2,PM1 OPERATION BEHIND BUZZER,,
P3-D0D99-1,PM2 OPERATION TIME NG,,
P3-D0D98-1,PM1 OPERATION TIME NG,,
P3-D0D99-0,PM2 OPERATION TIME OK,,
P3-D0D98-0,PM1 OPERATION TIME OK,,
P3-D0470-2,CONNECTION 3 FAILURE,,
P3-D0DA8-0,INSTRUCTION FRAME IS CLOSING SITUATION,,
P3-D0DA5-0,OPERATION CONFIRMATION FRAME IS CLOSING SITUATION,,
P3-D0B2A-9,R/B-10 DIRECTION FOR THE TIP EXCHANGE,,
P3-D0B2A-8,R/B-9 DIRECTION FOR THE TIP EXCHANGE,,
P3-D0B2A-7,R/B-8 DIRECTION FOR THE TIP EXCHANGE,,
P3-D0B2A-6,R/B-7 DIRECTION FOR THE TIP EXCHANGE,,
P3-D0B2A-5,R/B-6 DIRECTION FOR THE TIP EXCHANGE,,
P3-D0B2A-F,R/B-16 DIRECTION FOR THE TIP EXCHANGE,,
P3-D0B2A-4,R/B-5 DIRECTION FOR THE TIP EXCHANGE,,
P3-D0B2A-E,R/B-15 DIRECTION FOR THE TIP EXCHANGE,,
P3-D0B2B-3,R/B-20 DIRECTION FOR THE TIP EXCHANGE,,
P3-D0B2A-3,R/B-4 DIRECTION FOR THE TIP EXCHANGE,,
P3-D0B2A-D,R/B-14 DIRECTION FOR THE TIP EXCHANGE,,
P3-D0B2B-2,R/B-19 DIRECTION FOR THE TIP EXCHANGE,,
P3-D02DC-0,3RD SYSTEM BODY CONSECUTIVE NUMBERS,,
P3-D0B2A-2,R/B-3 DIRECTION FOR THE TIP EXCHANGE,,
P3-D0B2A-C,R/B-13 DIRECTION FOR THE TIP EXCHANGE,,
P3-D0B2B-1,R/B-18 DIRECTION FOR THE TIP EXCHANGE,,
P3-D02DB-0,2ND SYSTEM BODY CONSECUTIVE NUMBERS,,
P3-D0B2A-1,R/B-2 DIRECTION FOR THE TIP EXCHANGE,,
P3-D0B2A-B,R/B-12 DIRECTION FOR THE TIP EXCHANGE,,
P3-D0B2B-0,R/B-17 DIRECTION FOR THE TIP EXCHANGE,,
P3-D02DA-0,1ST SYSTEM BODY CONSECUTIVE NUMBERS,,
P3-D0B2A-0,R/B-1 DIRECTION FOR THE TIP EXCHANGE,,
P3-D0B2A-A,R/B-11 DIRECTION FOR THE TIP EXCHANGE,,
P2-D00A4-6,STOP POS.5 ENTERING SETTING STOP POS.7,,
P2-D00A5-5,STOP POS.6 ENTERING SETTING STOP POS.6,,
P2-D00A6-4,STOP POS.7 ENTERING SETTING STOP POS.5,,
P2-D0024-7,STOP POS.5 NEXT POS. SETTING STOP POS.8,,
P2-D00A0-9,STOP POS.1 ENTERING SETTING STOP POS.10,,
P2-D00A2-7,STOP POS.3 ENTERING SETTING STOP POS.8,,
P2-D00A4-5,STOP POS.5 ENTERING SETTING STOP POS.6,,
P2-D00A5-4,STOP POS.6 ENTERING SETTING STOP POS.5,,
P2-D00A6-3,STOP POS.7 ENTERING SETTING STOP POS.4,,
P2-D0024-6,STOP POS.5 NEXT POS. SETTING STOP POS.7,,
P2-D00A0-8,STOP POS.1 ENTERING SETTING STOP POS.9,,
P2-D00A1-7,STOP POS.2 ENTERING SETTING STOP POS.8,,
P2-D00A2-6,STOP POS.3 ENTERING SETTING STOP POS.7,,
P2-D00A4-4,STOP POS.5 ENTERING SETTING STOP POS.5,,
P2-D00A5-3,STOP POS.6 ENTERING SETTING STOP POS.4,,
P2-D00A6-2,STOP POS.7 ENTERING SETTING STOP POS.3,,
P2-D0022-7,STOP POS.3 NEXT POS. SETTING STOP POS.8,,
P2-D0024-5,STOP POS.5 NEXT POS. SETTING STOP POS.6,,
P2-D00A0-7,STOP POS.1 ENTERING SETTING STOP POS.8,,
P2-D00A1-6,STOP POS.2 ENTERING SETTING STOP POS.7,,
P2-D00A2-5,STOP POS.3 ENTERING SETTING STOP POS.6,,
P2-D00A4-3,STOP POS.5 ENTERING SETTING STOP POS.4,,
P2-D00A5-2,STOP POS.6 ENTERING SETTING STOP POS.3,,
P2-D00A6-1,STOP POS.7 ENTERING SETTING STOP POS.2,,
P2-D0022-6,STOP POS.3 NEXT POS. SETTING STOP POS.7,,
P2-D0024-4,STOP POS.5 NEXT POS. SETTING STOP POS.5,,
P2-D00A0-6,STOP POS.1 ENTERING SETTING STOP POS.7,,
P2-D00A1-5,STOP POS.2 ENTERING SETTING STOP POS.6,,
P2-D00A2-4,STOP POS.3 ENTERING SETTING STOP POS.5,,
P2-D00A4-2,STOP POS.5 ENTERING SETTING STOP POS.3,,
P2-D00A5-1,STOP POS.6 ENTERING SETTING STOP POS.2,,
P2-D00A6-0,STOP POS.7 ENTERING SETTING STOP POS.1,,
P2-D0022-5,STOP POS.3 NEXT POS. SETTING STOP POS.6,,
P2-D0024-3,STOP POS.5 NEXT POS. SETTING STOP POS.4,,
P2-D00A0-5,STOP POS.1 ENTERING SETTING STOP POS.6,,
P2-D00A0-F,STOP POS.1 ENTERING SETTING STOP POS.16,,
P2-D00A2-3,STOP POS.3 ENTERING SETTING STOP POS.4,,
P2-D00A4-1,STOP POS.5 ENTERING SETTING STOP POS.2,,
P2-D00A5-0,STOP POS.6 ENTERING SETTING STOP POS.1,,
P2-D00A1-4,STOP POS.2 ENTERING SETTING STOP POS.5,,EX501
P2-D0022-4,STOP POS.3 NEXT POS. SETTING STOP POS.5,,
P2-D0024-2,STOP POS.5 NEXT POS. SETTING STOP POS.3,,
P2-D00A0-4,STOP POS.1 ENTERING SETTING STOP POS.5,,
P2-D00A0-E,STOP POS.1 ENTERING SETTING STOP POS.15,,
P2-D00A2-2,STOP POS.3 ENTERING SETTING STOP POS.3,,
P2-D00A4-0,STOP POS.5 ENTERING SETTING STOP POS.1,,
P2-D00A1-3,STOP POS.2 ENTERING SETTING STOP POS.4,,EY511
P2-D0022-3,STOP POS.3 NEXT POS. SETTING STOP POS.4,,
P2-D0024-1,STOP POS.5 NEXT POS. SETTING STOP POS.2,,
P2-D00A0-3,STOP POS.1 ENTERING SETTING STOP POS.4,,
P2-D00A0-D,STOP POS.1 ENTERING SETTING STOP POS.14,,
P2-D00A1-2,STOP POS.2 ENTERING SETTING STOP POS.3,,
P2-D00A2-1,STOP POS.3 ENTERING SETTING STOP POS.2,,
P2-D0022-2,STOP POS.3 NEXT POS. SETTING STOP POS.3,,
P2-D0024-0,STOP POS.5 NEXT POS. SETTING STOP POS.1,,
P2-D00A0-2,STOP POS.1 ENTERING SETTING STOP POS.3,,
P2-D00A0-C,STOP POS.1 ENTERING SETTING STOP POS.13,,
P2-D00A1-1,STOP POS.2 ENTERING SETTING STOP POS.2,,
P2-D00A2-0,STOP POS.3 ENTERING SETTING STOP POS.1,,
P2-D0022-1,STOP POS.3 NEXT POS. SETTING STOP POS.2,,
P2-D00A0-1,STOP POS.1 ENTERING SETTING STOP POS.2,,
P2-D00A0-B,STOP POS.1 ENTERING SETTING STOP POS.12,,
P2-D00A1-0,STOP POS.2 ENTERING SETTING STOP POS.1,,
P2-D0022-0,STOP POS.3 NEXT POS. SETTING STOP POS.1,,
P2-D00A0-0,STOP POS.1 ENTERING SETTING STOP POS.1,,
P2-D00A0-A,STOP POS.1 ENTERING SETTING STOP POS.11,,
P2-D00A6-7,STOP POS.7 ENTERING SETTING STOP POS.8,,
P2-D00A5-7,STOP POS.6 ENTERING SETTING STOP POS.8,,
P2-D00A6-6,STOP POS.7 ENTERING SETTING STOP POS.7,,
P2-D00A4-7,STOP POS.5 ENTERING SETTING STOP POS.8,,
P2-D00A5-6,STOP POS.6 ENTERING SETTING STOP POS.7,,
P2-D00A6-5,STOP POS.7 ENTERING SETTING STOP POS.6,,
P1-S03DC,P1-L7 dissolution register,,
P1-S03B1,P1-L6 ERROR CODE,,
P2-S031C,P2-L1 dissolution register,,
P1-S0331,P1-L2 ERROR CODE,,
P1-S03BC,P1-L6 dissolution register,,
P1-S03B2,L6 FAULT SLAVE No.,,
P1-S03FC,P1-L8 dissolution register,,
P1-S03D2,L7 FAULT SLAVE No.,,
P1-S03D1,P1-L7 ERROR CODE,,
P1-S031C,L1:S1-15 CUT-OFF,,
P1-S0310,P1-L1 ERROR CODE,,
P1-S031D,L1:S16-31 CUT-OFF,,
P1-S039C,P1-L5 dissolution register,,
P1-S0351,P1-L3 ERROR CODE,,
P1-S031E,L1:S32-47 CUT-OFF,,
P1-S0352,L3 FAULT SLAVE No.,,
P1-S031F,L1:S48-63 CUT-OFF,,
P1-S0391,P1-L5 ERROR CODE,,
P1-S0392,L5 FAULT SLAVE No.,,
P1-S037C,P1-L4 dissolution register,,
P1-S0372,L4 FAULT SLAVE No.,,
P1-S03F1,P1-L8 ERROR CODE,,
P1-S0371,P1-L4 ERROR CODE,,P1_MOR_10
P1-S035C,P1-L3 dissolution register,,
P1-S03F2,L8 FAULT SLAVE No.,,
P1-S0332,L2 FAULT SLAVE No.,,
P3-N01FF,CYCLE TIME COUNTER,,
P1-D0B81,MANUEL OPERATION SW64 SETTING VALUE,,
P1-D0B71,MANUEL OPERATION SW48 SETTING VALUE,,
P1-D0B65,MANUEL OPERATION SW45 SETTING VALUE,,
P1-D0B5E,MANUEL OPERATION SW38 SETTING VALUE,,
P1-D0B54,MANUEL OPERATION SW28 SETTING VALUE,,
P1-D0B36,MANUEL OPERATION SW7 SETTING VALUE,,
P3-D07B9,FREQUENCY OF ALARM 50 (WORK AREA),,
P3-D0B52,TIP CHANGE ROBOT NON COMPLETE,,
P3-D0D71,L LOCATING ROBOT ABNORMAL(17-32),,
P3-D0382,L2:N2 NODE STATE,,
P3-D07A7,FREQUENCY OF ALARM 32 (WORK AREA),,
P3-D0D81,INPUT ADDRESS BIT POSITION,,
P3-D0A8E,SET TIME 4-2 START TIME,,
P3-D038A,L2:N10 NODE STATE,,
P3-D0529,FREQUENCY OF ALARM 18,,
P3-D0418,P2-L6:S9 SLAVE STATE,,
P3-D0390,L3:N100 NODE STATE,,
P3-D07C5,ALARM 54 FREQUENCY(WORK AREA),,
P3-D03B8,L4:S9 SLAVE STATE,,
P3-D07AD,FREQUENCY OF ALARM 38 (WORK AREA),,
P3-D04B6,OPERATION CYCLE TIMER 23,,
P3-D03AF,L3:S32 SLAVE STATE,,
P3-D06BD,CYCLE TIME (HOME POSITION) R/B-62,,
P3-D0D27,LIFTER ROBOT FAILURE,,
P3-D03C7,L5:N13 NODE STATE,,
P3-D06A2,CYCLE TIME (HOME POSITION) R/B-3,,
P3-D0645,0F0h,,
P3-D0722,R/B-19 counter setting value,,
P3-D0436,COMMUNICATION ALARM CODE (P2-L7),,TR1500
P3-D0754,Under tip exchange work,,
P3-D0556,ALARM 55 FREQUENCY,,
P3-D0600,KEY INPUT STATE,,
P3-D06B1,CYCLE TIME (HOME POSITION) R/B-18,,
P3-D0456,P2-L8:S7 SLAVE STATE,,
P3-D0467,L7:S48 SLAVE STATE,,
P3-D0E01,ANDON SETTING ROBOT No. DISPLAY 2,,
P3-D0E34,ANDON SETTING ROBOT No. DISPLAY 53,,
P3-D03E6,L7:N12 NODE STATE,,
P3-D04E5,OPERATION CYCLE TIMER 52,,
P3-D051B,FREQUENCY OF ALARM 4,,
P3-D0B1F,AM-16 COUNTER SET VALUE,,
P3-D033E,CYCLE TIME PROCESS COMPLETION RB-31,,
P3-D0D0B,TEMPORARY STORAGE ROBOT DISPLAY FRAME VALUE,,
P3-D0345,CYCLE TIME HOME POSITION R/B-6,,
P3-D065D,WELDING TIMER DISCONNECTION STATE,,
P3-D0D1B,MATERIAL HAND LOADING OK,,
P3-D0102,MODEL CODE (THIRD VEHICLE),,
P3-D04C1,OPERATION CYCLE TIMER 25,,
P3-D054C,FREQUENCY OF ALARM 53,,
P3-D0B13,AM-4 COUNTER SET VALUE,,
P3-D03CB,L5:N17 SLAVE STATE,,
P3-D0D54,R PROCESS ROBOT COMPLETED(1-16),,
P3-D03D2,L6:S3 SLAVE STATE,,
P3-D04D1,OPERATION CYCLE TIMER 41,,
P3-D0651,CUT-OFF STATE (STORAGE),,
P3-D069E,CYCLE TIME (PROCESS COMPLETION) R/B-63,,
P3-D03FD,L8:S14 SLAVE STATE,,
P3-D0540,FREQUENCY OF ALARM 41,,
P3-D05E0,UP TO OFFSET MEMORY ADDRESS,,
P3-D0D30,ROBOT No. COUNT,,
P3-D0D6D,R LOCATING ROBOT CONNECTING(17-32),,
P3-D0B20,R/B1-32 DIRECTION FOR THE TIP EXCHANGE,,
P3-D0362,L1:S3 SLAVE STATE,,
P1-D0B80,MANUEL OPERATION SW63 SETTING VALUE,,
P1-D0B72,MANUEL OPERATION SW49 SETTING VALUE,,
P1-D0B64,MANUEL OPERATION SW44 SETTING VALUE,,
P1-D0B5B,MANUEL OPERATION SW35 SETTING VALUE,,
P1-D0B55,MANUEL OPERATION SW29 SETTING VALUE,,
P1-D0B37,MANUEL OPERATION SW8 SETTING VALUE,,
P3-D02E0,L2:N100 NORMAL DISPLAY,,
P3-D0D72,L LOCATING ROBOT ABNORMAL(33-48),,
P3-D0240,CAR MODEL CONVERSION TABLE #2,,
P3-D0383,L2:N3 NODE STATE,,
P3-D0470,P2-L5:S1 SLAVE STATE,,
P3-D0393,L3:N3 NODE STATE,,
P3-D0A8F,SET TIME 4-2 END TIME,,
P3-D0B9E,TIP EXCHANGE DIRECTIONS(TIME-8)(TIP FORMING OFF),,
P3-D07A6,FREQUENCY OF ALARM 31 (WORK AREA),,
P3-D0419,P2-L6:S10 SLAVE STATE,,
P3-D0D80,INPUT INDIRECT ADDRESS,,
P3-D03B9,L4:S10 SLAVE STATE,,
P3-D0B90,TIP EXCHANGE DIRECTIONS(TIME-1)(TIP FORMING OFF),,
P3-D07C4,ALARM 53 FREQUENCY(WORK AREA),,
P3-D0328,CYCLE TIME PROCESS COMPLETION RB-9,,
P3-D06A3,CYCLE TIME (HOME POSITION) R/B-4,,
P3-D03E9,L7:S10 SLAVE STATE,,
P3-D0723,R/B-20 counter setting value,,
P3-D0E1F,ANDON SETTING ROBOT No. DISPLAY 32,,
P3-D0E37,ANDON SETTING ROBOT No. DISPLAY 56,,
P3-D0437,COMMUNICATION ALARM CODE (P2-L8),,
P3-D04B5,OPERATION CYCLE TIMER 22,,
P3-D05E7,TRANSMIT OFFSET MEMORY ADDRESS FOR EXPLANATORY NOTES ,,
P3-D0337,CYCLE TIME PROCESS COMPLETION RB-24,,
P3-D0744,Time -3 selection robot state,,
P3-D0D26,LIFTER ROBOT ABNORMAL,,
P3-D07CC,ALARM 61 FREQUENCY(WORK AREA),,
P3-D03C6,L5:N12 NODE STATE,,TR1301
P3-D0535,FREQUENCY OF ALARM 30,,
P3-D053F,FREQUENCY OF ALARM 40,,
P3-D041D,P2-L6:S14 SLAVE STATE,,
P3-D071A,R/B-11 counter setting value,,
P3-D0E02,ANDON SETTING ROBOT No. DISPLAY 3,,
P3-D0457,P1-L3 CUT-OFF CONDITION,,
P3-D07BA,FREQUENCY OF ALARM 51 (WORK AREA),,
P3-D065E,EX PIF CUTOFF STATE,,
P3-D0555,ALARM 54 FREQUENCY,,
P3-D0500,CYCLE TIME INPUT WINDOW,,
P3-D06B0,CYCLE TIME (HOME POSITION) R/B-17,,
P3-D0786,NOT USED,,
P3-D0466,L7:S47 SLAVE STATE,,
P3-D0D1C,MATERIAL HAND LOADING OK,,
P3-D0103,CYCLE TIME,,
P3-D04C2,OPERATION CYCLE TIMER 26,,
P3-D051A,FREQUENCY OF ALARM 3,,
P3-D054D,FREQUENCY OF ALARM 54,,
P3-D0B14,AM-5 COUNTER SET VALUE,,
P3-D000D,MODEL CODE (EX 6 VEHICLE),,
P3-D033D,CYCLE TIME PROCESS COMPLETION RB-30,,
P3-D03AA,L3:S27 SLAVE STATE,,
P3-D0BA2,TIP EXCHANGE DIRECTIONS(TIME-2)(TIP FORMING ON),,
P3-D0D55,R PROCESS ROBOT COMPLETED(17-32),,
P3-D03D3,L6:S4 SLAVE STATE,,
P3-D03DD,L6:S14 SLAVE STATE,,
P3-D0652,CUT-OFF STATE (STORAGE),,
P3-D0FE2,INDICATION SCREEN No,,
P3-D069F,CYCLE TIME (PROCESS COMPLETION) R/B-64,,
P3-D03FE,L8:S15 SLAVE STATE,,
P3-D045D,P2-L1 CUT-OFF CONDITION,,
P3-D04E2,OPERATION CYCLE TIMER 49,,
P3-D0541,FREQUENCY OF ALARM 42,,
P3-D067D,P1 DATA BEFORE CONVERSION,,
P3-D03CA,L5:N16 SLAVE STATE,,
P3-D0D31,ROBOT No. COUNT,,
P3-D0001,CAR TYPE CODE2 (TRANSMIT),,
P3-D0342,CYCLE TIME HOME POSITION R/B-3,,
P3-D04D0,OPERATION CYCLE TIMER 40,,
P3-D0495,CYCLE TIME(PRESENT TIME),,
P3-D0D41,INDIRECT ADDRESS DISPLAY THE NODE OF THE ROBOT,,
P3-D0363,L1:S4 SLAVE STATE,,
P3-D04EA,OPERATION CYCLE TIMER 57,,
P3-D0B86,ROBOT SELECTION STATE(MANU.-4)(STORAGE),,
P1-D0B83,MANUEL OPERATION SW66 SETTING VALUE,,
P1-D0B73,MANUEL OPERATION SW50 SETTING VALUE,,
P1-D0B5C,MANUEL OPERATION SW36 SETTING VALUE,,
P1-D0B52,MANUEL OPERATION SW26 SETTING VALUE,,
P1-D0B30,MANUEL OPERATION SW1 SETTING VALUE,,
P3-D0471,P2-L5:S2 SLAVE STATE,,
P3-D0392,L3:N2 NODE STATE,,TR1305
P3-D0380,L2:N100 NODE STATE,,
P3-D07AF,FREQUENCY OF ALARM 40 (WORK AREA),,
P3-D0A93,SET TIME 5-2 END TIME,,
P3-D06BF,CYCLE TIME (HOME POSITION) R/B-64,,
P3-D0329,CYCLE TIME PROCESS COMPLETION RB-10,,
P3-D0B09,AM-26 COUNTER SET VALUE,,
P3-D0405,P2-L1:S6 SLAVE STATE,,
P3-D0BB8,TIP EXCHANGE DIRECTIONS(MANU.-5)(TIP FORMING OFF),,
P3-D06B3,CYCLE TIME (HOME POSITION) R/B-20,,
P3-D041E,P2-L6:S15 SLAVE STATE,,
P3-D0711,R/B-2 counter setting value,,
P3-D0E03,ANDON SETTING ROBOT No. DISPLAY 4,,
P3-D0E1E,ANDON SETTING ROBOT No. DISPLAY 31,,
P3-D0E36,ANDON SETTING ROBOT No. DISPLAY 55,,
P3-D03E8,L7:N14 NODE STATE,,
P3-D04B4,OPERATION CYCLE TIMER 21,,
P3-D05E6,EXAMPLE DISPLAY LINE,,
P3-D0689,CYCLE TIME (END OF PROCESS) R/B-10,,
P3-D07BB,FREQUENCY OF ALARM 52 (WORK AREA),,
P3-D0336,CYCLE TIME PROCESS COMPLETION RB-23,,
P3-D0D25,LIFTER ROBOT ABNORMAL,,
P3-D07CB,ALARM 60 FREQUENCY(WORK AREA),,
P3-D03C5,L5:N11 NODE STATE,,
P3-D0534,FREQUENCY OF ALARM 29,,
P3-D0787,NOT USED,,
P3-D0104,MODEL CODE (EX THIRD VEHICLE),,
P3-D0489,CALCULATE INDIRECT ADDRESS,,
P3-D0E3E,ANDON SETTING ROBOT No. DISPLAY 63,,
P3-D03BD,L4:S14 SLAVE STATE,,
